cphhhbh,产品类别,产品名称/通用名称,设备记录主键,规格型号,商品名称,单价,使用单元产品标识,医保编码,医疗器械注册人/备案人名称,医疗器械注册人/备案人英文名称,注册证编号或者备案凭证编号,最小销售单元产品标识
SV25T0J265,耗材,人工晶状体,f4b47e96-f56d-46a8-b483-ee153a194a94,SV25T0 +26.5D,,,,C08010215104003096020000061,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307260
SV25T0J270,耗材,人工晶状体,c16da443-06c8-4b2d-bafb-eae0dcdaabbc,SV25T0 +27D,,,,C08010215104003096020000086,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307277
SV25T0J275,耗材,人工晶状体,7947edb3-6782-4a1d-915c-e943aa3391eb,SV25T0 +27.5D,,,,C08010215104003096020000079,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307284
SV25T0J280,耗材,人工晶状体,8a0efc3e-9895-4608-bbf4-644ab7104772,SV25T0 +28D,,,,C08010215104003096020000101,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307291
SV25T0J285,耗材,人工晶状体,785082da-0501-4e4d-8db6-7c041372cbdc,SV25T0 +28.5D,,,,C08010215104003096020000090,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307307
SV25T0J290,耗材,人工晶状体,74d4b508-18ff-433b-9bd7-f674244917b3,SV25T0 +29D,,,,C08010215104003096020000069,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307314
SV25T0J295,耗材,人工晶状体,1ed6956d-2c8e-4230-bdeb-22e2c815d793,SV25T0 +29.5D,,,,C08010215104003096020000072,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307321
SV25T0J300,耗材,人工晶状体,1bb79a42-cd7d-47bd-8eeb-b740eaab4427,SV25T0 +30D,,,,C08010215104003096020000063,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307338
SV25T0J310,耗材,人工晶状体,216c1f15-cbdf-4570-b2de-ab909520d360,SV25T0 +31D,,,,C08010215104003096020000066,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307345
SV25T0J320,耗材,人工晶状体,a1471bb6-5eda-4cc4-b3b0-b4b2a2acf037,SV25T0 +32D,,,,C08010215104003096020000088,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307352
SV25T0J330,耗材,人工晶状体,85a22cc0-3d39-4e01-8441-edbd1d2f7425,SV25T0 +33D,,,,C08010215104003096020000056,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307369
SV25T0J340,耗材,人工晶状体,55ab7af9-a962-4547-8751-9bdcacb48c41,SV25T0 +34D,,,,C08010215104003096020000074,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652307376
SV25T0T060,耗材,人工晶状体,c05fe030-8414-447f-96d6-a75e5283b23c,SV25T0 +6D,,,,C08010215104003096020000081,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325837
SV25T0T065,耗材,人工晶状体,bb95854d-3fdb-449b-8ce8-f827f13e2794,SV25T0 +6.5D,,,,C08010215104003096020000102,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325844
SV25T0T070,耗材,人工晶状体,e05b5e39-1e6d-4b28-b933-5877f4b11165,SV25T0 +7D,,,,C08010215104003096020000094,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325851
SV25T0T075,耗材,人工晶状体,d13be8a9-041b-4e0f-be74-2dadf86600ef,SV25T0 +7.5D,,,,C08010215104003096020000093,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325868
SV25T0T080,耗材,人工晶状体,cb26e7af-cab8-437e-98d3-ef2e619cb41f,SV25T0 +8D,,,,C08010215104003096020000080,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325875
SV25T0T085,耗材,人工晶状体,7280ed22-39cd-46c1-bb63-565974bee8f0,SV25T0 +8.5D,,,,C08010215104003096020000075,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325882
SV25T0T090,耗材,人工晶状体,ab288bc2-9990-4e39-885a-352011631b9c,SV25T0 +9D,,,,C08010215104003096020000071,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325899
SV25T0T095,耗材,人工晶状体,5eac3e00-2f89-4686-866f-ef0ed9da35f9,SV25T0 +9.5D,,,,C08010215104003096020000058,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325905
SV25T0T100,耗材,人工晶状体,b7e6d088-8b79-43ae-8c4e-5d3a49b9d926,SV25T0 +10D,,,,C08010215104003096020000078,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325912
SV25T0T105,耗材,人工晶状体,6f26711a-c459-44f2-855e-55fc251c95e9,SV25T0 +10.5D,,,,C08010215104003096020000103,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325929
SV25T0T110,耗材,人工晶状体,c52c2737-c9ad-4d4f-b10a-dea9789b7f33,SV25T0 +11D,,,,C08010215104003096020000065,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325936
SV25T0T115,耗材,人工晶状体,040c576d-8f0f-4b31-ae3e-845d197dd981,SV25T0 +11.5D,,,,C08010215104003096020000067,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325943
SV25T0T120,耗材,人工晶状体,9dd455f8-413e-48af-8a93-a2b3d76e1db8,SV25T0 +12D,,,,C08010215104003096020000097,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325950
SV25T0T125,耗材,人工晶状体,20f07f3b-6793-41ce-8fb9-82306013b7aa,SV25T0 +12.5D,,,,C08010215104003096020000077,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325967
SV25T0T130,耗材,人工晶状体,49b1da7d-c0a8-44ec-98fb-0805f64637a7,SV25T0 +13D,,,,C08010215104003096020000073,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325974
SV25T0T135,耗材,人工晶状体,94e7fa46-6d03-414f-8181-9ff96dea886c,SV25T0 +13.5D,,,,C08010215104003096020000092,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325981
SV25T0T140,耗材,人工晶状体,0c5669b5-6052-40f2-b36d-047bb617790a,SV25T0 +14D,,,,C08010215104003096020000059,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652325998
SV25T0T145,耗材,人工晶状体,f612c1db-76e4-4015-9a6a-49581acf9fc9,SV25T0 +14.5D,,,,C08010215104003096020000096,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326001
SV25T0T150,耗材,人工晶状体,05690ae5-c06c-4220-bffe-81b31176aa26,SV25T0 +15D,,,,C08010215104003096020000084,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326018
SV25T0T155,耗材,人工晶状体,9a0e574e-664e-4cec-8a87-34af20b3fa3c,SV25T0 +15.5D,,,,C08010215104003096020000055,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326025
SV25T0T160,耗材,人工晶状体,1356d96c-299a-4c21-809b-2a0cd1befd08,SV25T0 +16D,,,,C08010215104003096020000083,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326032
SV25T0T165,耗材,人工晶状体,bc4b3f86-8f4b-4f72-9c10-b12f2c8c11be,SV25T0 +16.5D,,,,C08010215104003096020000100,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326049
SV25T0T170,耗材,人工晶状体,89232f7a-a379-4d55-9597-2a4f35b50236,SV25T0 +17D,,,,C08010215104003096020000099,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326056
SV25T0T175,耗材,人工晶状体,9b1b59d4-1bc0-4870-b18d-8044c765e41a,SV25T0 +17.5D,,,,C08010215104003096020000070,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326063
SV25T0T180,耗材,人工晶状体,e108c3ef-89f8-4365-a42d-9aec4de0be93,SV25T0 +18D,,,,C08010215104003096020000085,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326070
SV25T0T185,耗材,人工晶状体,1f34fd6d-6f61-4add-9f07-08a60da086e7,SV25T0 +18.5D,,,,C08010215104003096020000064,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326087
SV25T0T190,耗材,人工晶状体,1f77d8a8-0152-4785-8d99-891bbe6227e3,SV25T0 +19D,,,,C08010215104003096020000062,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326094
SV25T0T195,耗材,人工晶状体,274ea801-db1a-44ea-aff9-f14cba8db4ab,SV25T0 +19.5D,,,,C08010215104003096020000087,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326100
SV25T0T200,耗材,人工晶状体,3cb23874-d043-456d-a6fb-943a5487405d,SV25T0 +20D,,,,C08010215104003096020000095,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326117
SV25T0T205,耗材,人工晶状体,08c1236a-74bc-4a24-9774-47a73e7aaf34,SV25T0 +20.5D,,,,C08010215104003096020000104,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326124
SV25T0T210,耗材,人工晶状体,482f34c1-5a3e-46cd-90b0-4eed1370cb58,SV25T0 +21D,,,,C08010215104003096020000082,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326131
SV25T0T215,耗材,人工晶状体,fa84a539-a2fe-4390-9d29-c3216f89e3e2,SV25T0 +21.5D,,,,C08010215104003096020000089,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326148
SV25T0T220,耗材,人工晶状体,0f3ea4f7-b74a-4546-92f7-3a0f66538c42,SV25T0 +22D,,,,C08010215104003096020000106,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326155
SV25T0T225,耗材,人工晶状体,97dfb616-9ae1-48e9-908e-993908b29e98,SV25T0 +22.5D,,,,C08010215104003096020000098,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326162
SV25T0T230,耗材,人工晶状体,e9ba948b-b944-4bff-9339-491304900074,SV25T0 +23D,,,,C08010215104003096020000068,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326179
SV25T0T235,耗材,人工晶状体,e7be848e-6d7d-4dfc-8e80-8fc21ee217e8,SV25T0 +23.5D,,,,C08010215104003096020000057,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326186
SV25T0T240,耗材,人工晶状体,158c7416-f292-4396-a69a-a13e7c050afa,SV25T0 +24D,,,,C08010215104003096020000076,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326193
SV25T0T245,耗材,人工晶状体,5ff0f3d8-94b5-46e1-8a2d-65b2393951f4,SV25T0 +24.5D,,,,C08010215104003096020000091,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326209
SV25T0T250,耗材,人工晶状体,c19f6a6c-8963-48e8-91e6-5cd0949c2dc2,SV25T0 +25D,,,,C08010215104003096020000060,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326216
SV25T0T255,耗材,人工晶状体,80b75df1-06bb-4a24-a536-63642a72d9b4,SV25T0 +25.5D,,,,C08010215104003096020000054,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326223
SV25T0T260,耗材,人工晶状体,49062ca5-76ab-4218-8617-28e2e97495aa,SV25T0 +26D,,,,C08010215104003096020000105,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326230
SV25T0T265,耗材,人工晶状体,3565887e-cc93-4f06-95a0-3ee390b586a7,SV25T0 +26.5D,,,,C08010215104003096020000061,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326247
SV25T0T270,耗材,人工晶状体,22e1bd8f-e2a2-4b51-bba7-683a17258d7a,SV25T0 +27D,,,,C08010215104003096020000086,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326254
SV25T0T275,耗材,人工晶状体,4a03814b-a7c6-4e57-8252-146e91b35a04,SV25T0 +27.5D,,,,C08010215104003096020000079,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326261
SV25T0T280,耗材,人工晶状体,80685176-f370-438a-bd7d-a216881d525a,SV25T0 +28D,,,,C08010215104003096020000101,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326278
SV25T0T285,耗材,人工晶状体,9aa06c0a-3a36-4bb6-a561-85bc8eaa5f6a,SV25T0 +28.5D,,,,C08010215104003096020000090,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326285
SV25T0T290,耗材,人工晶状体,39688839-6ca0-4d20-b3ff-0e659aa576a3,SV25T0 +29D,,,,C08010215104003096020000069,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326292
SV25T0T295,耗材,人工晶状体,837530a4-0cc5-4d88-ab94-cce04aa5ea0c,SV25T0 +29.5D,,,,C08010215104003096020000072,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326308
SV25T0T300,耗材,人工晶状体,225e1d93-7278-44f9-ae5f-7b52ca44f508,SV25T0 +30D,,,,C08010215104003096020000063,美国爱尔康公司,"Alcon Laboratories, Incorporated","国械注进20173221480,国食药监械（进）字2014第3220044号,国械注进20173161480",00380652326315
